record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
4115,484,484,paragraph,Revelation,12,"Rebellion Transferred to This World.--When Satan rebelled, there was war in heaven, and he, with all his sympathizers, was cast out. He had held a high office in heaven, possessing a throne radiant with light. But he swerved from his allegiance to the blessed and only Potentate, and fell from his first estate. All who sympathized with him were driven from the presence of God, doomed to be no more acknowledged in the heavenly courts as having a right there. Satan became the avowed antagonist of Christ. On the earth he planted the standard of rebellion, and round it his sympathizers rallied (MS 78, 1905). {7BC 973.8}"
4116,484,484,paragraph,Revelation,12,7-9. See EGW on Eze. 28:15-19; Eph. 6:12; 1 John 2:6. {7BC 973.9}
4117,484,484,paragraph,Revelation,12,"10. Satan Cast Down by Death of Christ.--The casting down of Satan as an accuser of the brethren in heaven was accomplished by the great work of Christ in giving up His life. Notwithstanding Satan's persistent opposition, the plan of redemption was being carried out. Man was esteemed of sufficient value for Christ to sacrifice His life for him. Satan, knowing that the empire he had usurped would in the end be wrested from him, determined to spare no pains to destroy as many as possible of the creatures whom God had created in His image. He hated man because Christ had manifested for him such forgiving love and pity, and he now prepared to practice upon him every species of deception by which he might be lost; he pursued his course with more energy because of his own hopeless condition (3SP 194, 195). {7BC 973.10}"
4118,484,484,paragraph,Revelation,12,"(2 Cor. 5:19; Phil. 2:6.) Satan Uprooted From Affections of the Universe.--In carrying out his enmity to Christ until He hung upon the cross of Calvary, with wounded, bruised body and broken heart, Satan completely uprooted himself from the affections of the universe. It was then seen that God had in His Son denied Himself, giving Himself for the sins of the world, because He loved mankind. The Creator was revealed in the Son of the infinite God. Here the question, ""Can there be self-denial with God?"" was forever answered. Christ was God, and condescending to be made flesh, He assumed humanity and became obedient unto death, that He might undergo infinite sacrifice (MS 50, 1900). {7BC 974.1}"
4119,485,485,paragraph,Revelation,12,"(John 3:14-17; Gal. 6:14; Heb. 9:22.) Accusing Power of Satan Broken.--Christ on the cross, not only draws men to repentance toward God for the transgression of His law--for whom God pardons He first makes penitent-- but Christ has satisfied justice; He has proffered Himself as an atonement. His gushing blood, His broken body, satisfy the claims of the broken law, and thus He bridges the gulf which sin has made. He suffered in the flesh that with His bruised and broken body He might cover the defenseless sinner. The victory gained at His death on Calvary broke forever the accusing power of Satan over the universe, and silenced his charges that self-denial was impossible with God and therefore not essential in the human family (MS 50, 1900). {7BC 974.2}"
4120,485,485,paragraph,Revelation,12,"11 (Deut. 33:25; see EGW on 2 Thess. 2:7-12). Power to Conquer Day by Day.--All who will can be overcomers. Let us strive earnestly to reach the standard set before us. Christ knows our weakness, and to Him we can go daily for help. It is not necessary for us to gain strength a month ahead. We are to conquer from day to day (MS 28, 1886). {7BC 974.3}"
4121,485,485,paragraph,Revelation,12,"The Secret of Overcoming Sin.--We become overcomers by helping others to overcome, by the blood of the Lamb and the word of our testimony. The keeping of the commandments of God will yield in us an obedient spirit, and the service that is the offspring of such a spirit, God can accept (Letter 236, 1908). {7BC 974.4}"
4122,485,485,paragraph,Revelation,12,12. See EGW on ch. 16:13-16; Ps. 17. {7BC 974.5}
4123,485,485,paragraph,Revelation,12,"17 (ch. 14:9-12; see EGW on Isa. 59:13-17). Satan's Masterpiece of Evil.--Those who love and keep the commandments of God are most obnoxious to the synagogue of Satan, and the powers of evil will manifest their hatred toward them to the fullest extent possible. John foresaw the conflict between the remnant church and the power of evil, and said, ""The dragon was wroth with the woman, and went to make war with the remnant of her seed, which keep the commandments of God, and have the testimony of Jesus Christ."" {7BC 974.6}"
4124,485,485,paragraph,Revelation,12,"The forces of darkness will unite with human agents who have given themselves into the control of Satan, and the same scenes that were exhibited at the trial, rejection, and crucifixion of Christ will be revived. Through yielding to satanic influences, men will be transformed into fiends; and those who were created in the image of God, who were formed to honor and glorify their Creator, will become the habitation of dragons, and Satan will see in an apostate race his masterpiece of evil--men who reflect his own image (RH April 14, 1896). {7BC 974.7}"
4125,485,485,paragraph,Revelation,12,"Only Two Parties Upon Earth.--There are only two parties upon this earth--those who stand under the bloodstained banner of Jesus Christ and those who stand under the black banner of rebellion. In the twelfth chapter of Revelation is represented the great conflict between the obedient and the disobedient [Rev. 12:17; 13:11-17 quoted] (MS 16, 1900). {7BC 974.8}"
4126,485,485,paragraph,Revelation,12,"(Eph. 6:10-12.) The Earth a Stage for Horrors.--[Rev. 12:17 quoted.] Satanic agencies have made the earth a stage for horrors, which no language can describe. War and bloodshed are carried on by nations claiming to be Christian. A disregard for the law of God has brought its sure result. {7BC 974.9}"
4127,485,486,paragraph,Revelation,12,"The great conflict now being waged is not merely a strife of man against man. On one side stands the Prince of life, acting as man's substitute and surety; on the other, the prince of darkness, with the fallen angels under his command [Eph. 6:12, 13, 10, 11 quoted] (RH Feb. 6, 1900). {7BC 974.10}"
4128,486,486,chapter_heading,Revelation,13,Chapter 13
4129,486,486,paragraph,Revelation,13,"1, 2, 11. See EGW on ch. 12:3-6, 13-17. {7BC 975.1}"
4130,486,486,paragraph,Revelation,13,"8. See EGW on chs. 3:5; 20:12-15; Heb. 9:11-14, 22. {7BC 975.2}"
4131,486,486,paragraph,Revelation,13,"11. A Unique Symbol.--Here is a striking figure of the rise and growth of our own nation. And the lamblike horns, emblems of innocence and gentleness, well represent the character of our government, as expressed in its two fundamental principles, republicanism and Protestantism (4SP 277). {7BC 975.3}"
4132,486,486,paragraph,Revelation,13,"Shield of Omnipotence Over America.--The United States is a land that has been under the special shield of the Omnipotent One. God has done great things for this country, but in the transgression of His law, men have been doing a work originated by the man of sin. Satan is working out his designs to involve the human family in disloyalty (MS 17, 1906). {7BC 975.4}"
4133,486,486,paragraph,Revelation,13,"The Prospect Before Us.--Prophecy represents Protestantism as having lamblike horns, but speaking like a dragon. Already we are beginning to hear the voice of the dragon. There is a satanic force propelling the Sunday movement, but it is concealed. Even the men who are engaged in the work, are themselves blinded to the results which will follow their movement. {7BC 975.5}"
4134,486,486,paragraph,Revelation,13,"Let not the commandment-keeping people of God be silent at this time, as though we gracefully accepted the situation. There is the prospect before us of waging a continuous war, at the risk of imprisonment, of losing property and even life itself, to defend the law of God, which is being made void by the laws of men (RH Jan. 1, 1889). {7BC 975.6}"
4135,486,486,paragraph,Revelation,13,"11-17 (ch. 14:9-12; Dan. 7:25; 2 Thess. 2:3, 4; see EGW on Rev. 17:13, 14; 18:1-5). Persecuting Hand of the Enemy.--[Rev. 13:11-13 quoted.] Religious powers, allied to heaven by profession and claiming to have the characteristics of a lamb, will show by their acts that they have the heart of a dragon, and that they are instigated and controlled by Satan. The time is coming when God's people will feel the hand of persecution because they keep holy the seventh day. Satan has caused the change of the Sabbath in the hope of carrying out his purpose for the defeat of God's plans. He seeks to make the commands of God of less force in the world than human laws. {7BC 975.7}"
4136,486,486,paragraph,Revelation,13,"The man of sin, who thought to change times and laws, and who has always oppressed the people of God, will cause laws to be made enforcing the observance of the first day of the week. But God's people are to stand firm for Him. And the Lord will work in their behalf, showing plainly that He is the God of gods (MS 135, 1902). {7BC 975.8}"
4137,486,486,paragraph,Revelation,13,"Church and the World in Corrupt Harmony.--The Word of God plainly declares that His law is to be scorned, trampled upon, by the world; there will be an extraordinary prevalence of iniquity. The professed Protestant world will form a confederacy with the man of sin, and the church and the world will be in corrupt harmony. {7BC 975.9}"
4138,486,487,paragraph,Revelation,13,"Here the great crisis is coming upon the world. The Scriptures teach that popery is to regain its lost supremacy, and that the fires of persecution will be rekindled through the timeserving concessions of the so-called Protestant world (GCB April 13, 1891). {7BC 975.10}"
4139,487,487,paragraph,Revelation,13,"13, 14 (2 Thess. 2:7-12; see EGW on ch. 16:13-16; Matt. 7:21-23). Miracles Performed in Our Sight.--The time is at hand when Satan will work miracles to confirm minds in the belief that he is God. All the people of God are now to stand on the platform of truth as it has been given in the third angel's message. All the pleasant pictures, all the miracles wrought, will be presented in order that, if possible, the very elect will be deceived. The only hope for anyone is to hold fast the evidences that have confirmed the truth in righteousness (RH Aug. 9, 1906). {7BC 975.11}"
4140,487,487,paragraph,Revelation,13,"Miracles Wrought Under Supervision of the Enemy.--[Matt. 7:21-23 quoted.] These may profess to be followers of Christ, but they have lost sight of their Leader. They may say, ""Lord, Lord""; they may point to the sick who are healed through them, and to other marvelous works, and claim that they have more of the Spirit and power of God than is manifested by those who keep His law. But their works are done under the supervision of the enemy of righteousness, whose aim it is to deceive souls, and are designed to lead away from obedience, truth, and duty. In the near future there will be still more marked manifestations of this miracle-working power; for it is said of him, ""And he doeth great wonders, so that he maketh fire come down from heaven on the earth in the sight of men"" (ST Feb. 26, 1885). {7BC 975.12}"
4141,487,487,paragraph,Revelation,13,"14. Preparing for the Image of the Beast.--Already preparations are advancing, and movements are in progress, which will result in making an image to the beast. Events will be brought about in the earth's history that will fulfill the predictions of prophecy for these last days (RH April 23, 1889). {7BC 976.1}"
4142,487,487,paragraph,Revelation,13,"14-17 (ch. 14:9-12). Tested by the Image.--The Lord has shown me clearly that the image of the beast will be formed before probation closes; for it is to be the great test for the people of God, by which their eternal destiny will be decided. . . . [Rev. 13:11-17 quoted.] . . . {7BC 976.2}"
4143,487,487,paragraph,Revelation,13,"This is the test that the people of God must have before they are sealed. All who proved their loyalty to God by observing His law, and refusing to accept a spurious sabbath, will rank under the banner of the Lord God Jehovah, and will receive the seal of the living God. Those who yield the truth of heavenly origin and accept the Sunday sabbath, will receive the mark of the beast (Letter 11, 1890). {7BC 976.3}"
4144,487,487,paragraph,Revelation,13,"Apostasy and National Ruin.--When the Protestant churches shall unite with the secular power to sustain a false religion, for opposing which their ancestors endured the fiercest persecution; when the state shall use its power to enforce the decrees and sustain the institutions of the church--then will Protestant America have formed an image to the papacy, and there will be a national apostasy which will end only in national ruin (ST March 22, 1910). {7BC 976.4}"
4145,487,487,paragraph,Revelation,13,"The Mark of Apostasy and God's Patience.--There are many who have never had the light. They are deceived by their teachers, and they have not received the mark of the beast. The Lord is working with them; He has not left them to their own ways. Until they shall be convicted of the truth and trample upon the evidence given to enlighten them, the Lord will not withdraw His grace from them (Letter 7, 1895). {7BC 976.5}"
4146,488,488,paragraph,Revelation,13,"15-17 (see EGW on 2 Thess. 2:3, 4). Perfecting the Device of Satan.--When the legislature frames laws which exalt the first day of the week, and put it in the place of the seventh day, the device of Satan will be perfected (RH April 15, 1890). {7BC 976.6}"
4147,488,488,paragraph,Revelation,13,"16, 17 (Dan. 3:1-18; see EGW on 1 John 2:18). History Will Be Repeated.--History will be repeated. False religion will be exalted. The first day of the week, a common working day, possessing no sanctity whatever, will be set up as was the image at Babylon. All nations and tongues and peoples will be commanded to worship this spurious sabbath. This is Satan's plan to make of no account the day instituted by God, and given to the world as a memorial of creation. {7BC 976.7}"
4148,488,488,paragraph,Revelation,13,"The decree enforcing the worship of this day is to go forth to all the world. In a limited degree, it has already gone forth. In several places the civil power is speaking with the voice of a dragon, just as the heathen king spoke to the Hebrew captives. {7BC 976.8}"
4149,488,488,paragraph,Revelation,13,"Trial and persecution will come to all who, in obedience to the Word of God, refuse to worship this false sabbath. Force is the last resort of every false religion. At first it tries attraction, as the king of Babylon tried the power of music and outward show. If these attractions, invented by men inspired by Satan, failed to make men worship the image, the hungry flames of the furnace were ready to consume them. So it will be now. The papacy has exercised her power to compel men to obey her, and she will continue to do so. We need the same spirit that was manifested by God's servants in the conflict with paganism (ST May 6, 1897). {7BC 976.9}"
4150,488,488,paragraph,Revelation,13,"(Ch. 14:9-12.) Men in Authority to Hear.--God is going to bring around a condition of things where the good men and the men in authority will have an opportunity to know what is truth indeed. And because a people will not bow the knee to the image, and receive the mark of the beast in the hand or the forehead, but will stand to the truth because it is truth, there will be oppression, and an attempt to compel the conscience; but those who have known the truth will be afraid to yield to the powers of darkness. God has a people who will not receive the mark of the beast in their right hand or in their forehead. . . . {7BC 976.10}"
4151,488,488,paragraph,Revelation,13,"Not a move has been made in exalting the idol sabbath, in bringing around Sunday observance through legislation, but Satan has been behind it, and has been the chief worker; but the conscience should not be compelled even for the observance of the genuine Sabbath, for God will accept only willing service (RH April 15, 1890). {7BC 977.1}"
4152,488,488,paragraph,Revelation,13,"The Law of God Made Void.--A time is coming when the law of God is, in a special sense, to be made void in our land. The rulers of our nation will, by legislative enactments, enforce the Sunday law, and thus God's people be brought into great peril. When our nation, in its legislative councils, shall enact laws to bind the consciences of men in regard to their religious privileges, enforcing Sunday observance, and bringing oppressive power to bear against those who keep the seventh-day Sabbath, the law of God will, to all intents and purposes, be made void in our land; and national apostasy will be followed by national ruin (RH Dec. 18, 1888). {7BC 977.2}"
4153,488,489,paragraph,Revelation,13,"Contempt for the Great Lawgiver.--The sins of the world will have reached unto heaven when the law of God is made void; when the Sabbath of the Lord is trampled in the dust, and men are compelled to accept in its stead an institution of the papacy through the strong hand of the law of the land. In exalting an institution of man above the institution ordained of God, they show contempt for the great Lawgiver, and refuse His sign or seal (RH Nov. 5, 1889). {7BC 977.3}"
4154,489,489,paragraph,Revelation,13,"Prepared for Injustice.--As Christ was hated without cause, so will His people be hated because they are obedient to the commandments of God. If He who was pure, holy, and undefiled, who did good and only good in our world, was treated as a base criminal and condemned to death, His disciples must expect but similar treatment, however faultless may be their life and blameless their character. {7BC 977.4}"
4155,489,489,paragraph,Revelation,13,"Human enactments, laws manufactured by satanic agencies under a plea of goodness and restriction of evil, will be exalted, while God's holy commandments are despised and trampled underfoot. And all who prove their loyalty by obedience to the law of Jehovah must be prepared to be arrested, to be brought before councils that have not for their standard the high and holy law of God (RH Dec. 26, 1899). {7BC 977.5}"
4156,489,489,paragraph,Revelation,13,"(2 Thess. 2:3, 4.) Living in a Momentous Period.--We are living in a momentous period of this earth's history. The great conflict is just before us. We see the world corrupted under the inhabitants thereof. The man of sin has worked with a marvelous perseverance to exalt the spurious sabbath, and the disloyal Protestant world has wondered after the beast, and has called obedience to the Sabbath instituted by Jehovah disloyalty to the laws of the nations. Kingdoms have confederated to sustain a false sabbath institution, which has not a word of authority in the oracles of God (RH Feb. 6, 1900). {7BC 977.6}"
4157,489,489,paragraph,Revelation,13,"(Ch. 7:2, 3). The Question Before Us Now.--The Sabbath question is to be the issue in the great final conflict, in which all the world will act a part. Men have honored Satan's principles above the principles that rule in the heavens. They have accepted the spurious sabbath, which Satan has exalted as the sign of his authority. But God has set His seal upon His royal requirement. Each Sabbath institution, both true and false, bears the name of its author, an ineffaceable mark that shows the authority of each. {7BC 977.7}"
4158,489,489,paragraph,Revelation,13,"The great decision now to be made by every one is, whether he will receive the mark of the beast and his image, or the seal of the living and true God (ST March 22, 1910) {7BC 977.8}"
4159,489,489,paragraph,Revelation,13,"Mark of Beast Not Yet Applied.--Sundaykeeping is not yet the mark of the beast, and will not be until the decree goes forth causing men to worship this idol sabbath. The time will come when this day will be the test, but that time has not come yet (MS 118, 1899). {7BC 977.9}"
4160,489,489,chapter_heading,Revelation,14,Chapter 14
4161,489,489,paragraph,Revelation,14,"1-3. See EGW on Rev. 7:2, 3. {7BC 977.10}"
4162,489,489,paragraph,Revelation,14,"1-4 (ch. 7:2-4; Eze. 9:4; see EGW on Eph. 4:30). A Mark of Character.--[Rev. 14:1-4 quoted.] This scripture represents the character of the people of God for these last days (MS 139, 1903). {7BC 977.11}"
4163,489,490,paragraph,Revelation,14,"(Vs. 9-12; see EGW on ch. 16:13-16.) The Signet of Heaven.--John saw a Lamb on Mount Zion, and with Him 144,000 having His Father's name written in their foreheads. They bore the signet of heaven. They reflected the image of God. They were full of the light and the glory of the Holy One. If we would have the image and superscription of God upon us, we must separate ourselves from all iniquity. We must forsake every evil way, and then we must trust our cases in the hands of Christ. While we are working out our own salvation with fear and trembling, God will work in us to will and to do of His own good pleasure (RH March 19, 1889). {7BC 978.1}"
4164,490,490,paragraph,Revelation,14,"Christ Formed Within.--[Rev. 14:1-3 quoted.] Why were they so specially singled out? Because they had to stand with a wonderful truth right before the whole world, and receive their opposition, and while receiving this opposition they were to remember that they were sons and daughters of God, that they must have Christ formed within them the hope of glory (MS 13, 1888). {7BC 978.2}"
4165,490,490,paragraph,Revelation,14,"Eternal Interests Supreme.--Those who have in their foreheads the seal of the infinite God will regard the world and its attractions as subordinate to eternal interests (RH July 13, 1897). {7BC 978.3}"
4166,490,490,paragraph,Revelation,14,"(2 Tim. 2:14-16; see EGW on Rev. 7:4-17.) Identity of 144,000 Not Revealed.--Christ says that there will be those in the church who will present fables and suppositions, when God has given grand, elevating, ennobling truths, which should ever be kept in the treasure house of the mind. When men pick up this theory and that theory, when they are curious to know something it is not necessary for them to know, God is not leading them. It is not His plan that His people shall present something which they have to suppose, which is not taught in the Word. It is not His will that they shall get into controversy over questions which will not help them spiritually, such as, Who is to compose the hundred and forty-four thousand. This those who are the elect of God will in a short time know without question. {7BC 978.4}"
4167,490,490,paragraph,Revelation,14,"My brethren and sisters, appreciate and study the truths God has given for you and your children. Spend not your time in seeking to know that which will be no spiritual help. ""What shall I do to inherit eternal life?"" This is the all-important question, and it has been clearly answered. ""What is written in the law? how readest thou? (MS 26, 1901). {7BC 978.5}"
4168,490,490,paragraph,Revelation,14,"4 (1 Peter 2:21; 1 John 2:6). God's People Follow the Lamb Now.-- The Lord has a people on the earth, who follow the Lamb whithersoever He goeth. He has His thousands who have not bowed the knee to Baal. Such will stand with Him on Mount Zion. But they must stand on this earth, girded with the whole armor, ready to engage in the work of saving those who are ready to perish. Heavenly angels conduct this search, and spiritual activity is demanded of all who believe present truth, that they may join the angels in their work. {7BC 978.6}"
4169,490,490,paragraph,Revelation,14,"We need not wait till we are translated to follow Christ. God's people may do this here below. We shall follow the Lamb of God in the courts above only if we follow Him here. Following Him in heaven depends on our keeping His commandments now. We are not to follow Christ fitfully or capriciously, only when it is for our advantage. {7BC 978.7}"
4170,490,490,paragraph,Revelation,14,"We must choose to follow Him. In daily life we must follow His example, as a flock trustfully follows its shepherd. We are to follow Him by suffering for His sake, saying, at every step, ""Though he slay me, yet will I trust in him."" His life practice must be our life practice. And as we thus seek to be like Him, and to bring our wills into conformity to His will, we shall reveal Him (RH April 12, 1898). {7BC 978.8}"
4171,490,490,paragraph,Revelation,14,5. See EGW on 2 Thess. 2:7-12. {7BC 978.9}
4172,491,491,paragraph,Revelation,14,"6-12 (see EGW on ch. 10:1-11; 1 John 2:18). Soon to Be Understood.--The fourteenth chapter of Revelation is a chapter of the deepest interest. This scripture will soon be understood in all its bearings, and the messages given to John the revelator will be repeated with distinct utterance (RH Oct. 13, 1904). {7BC 978.10}"
4173,491,491,paragraph,Revelation,14,"Identifying the Three Angels.--Christ is coming the second time, with power unto salvation. To prepare human beings for this event, He has sent the first, second, and third angels' messages. These angels represent those who receive the truth, and with power open the gospel to the world (Letter 79, 1900). {7BC 978.11}"
4174,491,491,paragraph,Revelation,14,(Ch. 18:1-5.) A Loyal Company.--The churches have become as described in the eighteenth
4175,491,491,chapter_heading,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,chapter of Revelation. Why are the messages of Revelation fourteen given? Because the principles of
4176,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,the churches have become corrupted. . . . [Rev. 14:6-10 quoted.] {7BC 979.1}
4177,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Apparently the whole world is guilty of receiving the mark of the beast. But the prophet sees a company who are not worshiping the beast, and who have not received his mark in their foreheads or in their hands. ""Here is the patience of the saints,"" he declares; ""here are they that keep the commandments of God, and the faith of Jesus"" (MS 92, 1904). {7BC 979.2}"
4178,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"Large Numbers Accept the Truth.--The time of God's destructive judgments is the time of mercy for those who have no opportunity to learn what is truth. Tenderly will the Lord look upon them. His heart of mercy is touched; His hand is still stretched out to save, while the door is closed to those who would not enter. Large numbers will be admitted who in these last days hear the truth for the first time (RH July 5, 1906). {7BC 979.3}"
4179,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"7. Giving Glory to God.--To give glory to God is to reveal His character in our own, and thus make Him known. And in whatever way we make known the Father or the Son, we glorify God (MS 16, 1890). {7BC 979.4}"
4180,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"8 (Dan. 7:25; 2 Thess. 2:3, 4; see EGW on Rev. 18:1-5). World Drunk With Wine of Babylon.-- God denounces Babylon ""because she made all nations drink of the wine of the wrath of her fornication."" This means that she has disregarded the only commandment which points out the true God, and has torn down the Sabbath, God's memorial of creation. {7BC 979.5}"
4181,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"God made the world in six days and rested on the seventh, sanctifying this day, and setting it apart from all others as holy to Himself, to be observed by His people throughout their generations. {7BC 979.6}"
4182,491,491,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"But the man of sin, exalting himself above God, sitting in the temple of God, and showing himself to be God, thought to change times and laws. This power, thinking to prove that it was not only equal to God, but above God, changed the rest day, placing the first day of the week where the seventh should be. And the Protestant world has taken this child of the papacy to be regarded as sacred. In the Word of God this is called her fornication. {7BC 979.7}"
4183,491,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"God has a controversy with the churches of today. They are fulfilling the prophecy of John. ""All nations have drunk of the wine of the wrath of her fornication."" They have divorced themselves from God by refusing to receive His sign. They have not the spirit of God's true commandment-keeping people. And the people of the world, in giving their sanction to a false sabbath, and in trampling under their feet the Sabbath of the Lord, have drunk of the wine of the wrath of her fornication (Letter 98, 1900). {7BC 979.8}"
4184,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"9-12 (ch. 13:11-17; see EGW on chs. 12:17; 18:1; Isa. 58:12-14). The Real Issue in the Final Conflict.--[Rev. 14:9, 10 quoted.] It is for the interest of all to understand what the mark of the beast is, and how they may escape the dread threatenings of God. Why are men not interested to know what constitutes the mark of the beast and his image? It is in direct contrast with the mark of God. [Ex. 31:12-17 quoted.] {7BC 979.9}"
4185,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"The Sabbath question will be the issue in the great conflict in which all the world will act a part. [Rev. 13:4-10 quoted.] This entire chapter is a revelation of what will surely take place [Rev. 13:11, 15-17 quoted] (MS 88, 1897). {7BC 979.10}"
4186,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"What Is the Mark of the Beast?--John was called to behold a people distinct from those who worship the beast and his image by keeping the first day of the week. The observance of this day is the mark of the beast (Letter 31, 1898). {7BC 979.11}"
4187,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Ch. 13:16, 17.) Warning Against Mark of the Beast.--The third angel's message has been sent forth to the world, warning men against receiving the mark of the beast or of his image in their foreheads or in their hands. To receive this mark means to come to the same decision as the beast has done, and to advocate the same ideas, in direct opposition to the Word of God. Of all who receive this mark, God says, ""The same shall drink of the wine of the wrath of God, which is poured out without mixture into the cup of his indignation; and he shall be tormented with fire and brimstone in the presence of the holy angels, and in the presence of the Lamb."" . . . {7BC 979.12}"
4188,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"If the light of truth has been presented to you, revealing the Sabbath of the fourth commandment, and showing that there is no foundation in the Word of God for Sunday observance, and yet you still cling to the false sabbath, refusing to keep holy the Sabbath which God calls ""My holy day,"" you receive the mark of the beast. When does this take place? When you obey the decree that commands you to cease from labor on Sunday and worship God, while you know that there is not a word in the Bible showing Sunday to be other than a common working day, you consent to receive the mark of the beast, and refuse the seal of God. {7BC 980.1}"
4189,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"If we receive this mark in our foreheads or in our hands, the judgments pronounced against the disobedient must fall upon us. But the seal of the living God is placed upon those who conscientiously keep the Sabbath of the Lord (RH July 13, 1897). {7BC 980.2}"
4190,492,492,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"A Life and Death Question.--This message embraces the two preceding messages. It is represented as being given with a loud voice; that is, with the power of the Holy Spirit. Everything is now at stake. The third angel's message is to be regarded as of the highest importance. It is a life and death question. The impression made by this message will be proportionate to the earnestness and solemnity with which it is proclaimed (MS 16, 1900). {7BC 980.3}"
4191,492,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Vs. 1-4.) Not a Visible Mark.--In the issue of the great contest two parties are developed, those who ""worship the beast and his image,"" and receive his mark, and those who receive ""the seal of the living God,"" who have the ""Father's name written in their foreheads."" This is not a visible mark (ST Nov. 1, 1899). {7BC 980.4}"
4192,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,(Ch. 18:1-8; 2 Thess. 2:7-12.) Guard Against Mystery of Iniquity.--The third angel's message increases in importance as we near the close of this earth's history. . . . {7BC 980.5}
4193,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"God has presented to me the dangers that are threatening those who have been given the sacred work of proclaiming the third angel's message. They are to remember that this message is of the utmost consequence to the whole world. They need to search the Scriptures diligently, that they may learn how to guard against the mystery of iniquity, which plays so large a part in the closing scenes of this earth's history. {7BC 980.6}"
4194,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"There will be more and still more external parade by worldly powers. Under different symbols, God presented to John the wicked character and seductive influence of those who have been distinguished for their persecution of His people. The eighteenth chapter of Revelation speaks of mystic Babylon, fallen from her high estate to become a persecuting power. Those who keep the commandments of God and have the faith of Jesus are the object of the wrath of this power [Rev. 18:1-8 quoted] (MS 135, 1902). {7BC 980.7}"
4195,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"The Time of Test Makes the Issue Clear.--The work of the Holy Spirit is to convince the world of sin, of righteousness, and of judgment. The world can only be warned by seeing those who believe the truth sanctified through the truth, acting upon high and holy principles, showing in a high, elevated sense, the line of demarcation between those who keep the commandments of God and whose who trample them under their feet. The sanctification of the Spirit signalizes the difference between those who have the seal of God and those who keep a spurious rest day. {7BC 980.8}"
4196,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"When the test comes, it will be clearly shown what the mark of the beast is. It is the keeping of Sunday. Those who, after having heard the truth, continue to regard this day as holy bear the signature of the man of sin, who thought to change times and laws (Letter 12, 1900). {7BC 980.9}"
4197,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"The Last Act in the Drama.--The substitution of the false for the true is the last act in the drama. When this substitution becomes universal, God will reveal Himself. When the laws of men are exalted above the laws of God, when the powers of this earth try to force men to keep the first day of the week, know that the time has come for God to work. He will arise in His majesty, and will shake terribly the earth. He will come out of His place to punish the inhabitants of the world for their iniquity (RH April 23, 1901). {7BC 980.10}"
4198,493,493,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"(Vs. 1-4; chs. 7:2, 3; 13:13, 16; Ex. 31:13-17; 2 Thess. 2:3, 4.) The Mark of Distinction.--We are nearing the close of this earth's history. Satan is making desperate efforts to make himself god, to speak and act like God, to appear as one who has a right to control the consciences of men. He strives with all his power to place a human institution in the position of God's holy rest day. Under the jurisdiction of the man of sin, men have exalted a false standard in complete opposition to God's enactment. Each Sabbath institution bears the name of its author, an ineffaceable mark showing the authority of each. The first day of the week has not one particle of sanctity. It is the production of the man of sin, who strives in this way to counterwork God's purposes. {7BC 980.11}"
4199,494,494,paragraph,Revelation,of Revelation. Why are the messages of Revelation fourteen given? Because the principles of,"God has designated the seventh day as His Sabbath. [Ex. 31:13, 17, 16 quoted.] {7BC 981.1}"
